text,ground_truth,ground_truth_tr,category_id,category,difficulty,surface_tone,hard_case,viewpoint,annotation_note,id,difficulty_tr,category_tr,predicted_label,predicted_label_tr,score_negative,score_neutral,score_positive,correct
"Delta Yatırım Holding, portföy verimliliğini artırma süreci kapsamında Polonya pazarındaki 631 milyon TL tutarındaki ana dağıtım sözleşmesinin yenilenmediğini ve sipariş akışında zayıflama beklediğini açıkladı.",negative,negatif,hard_contract_loss,olumlu dille sözleşme kaybı,hard,positive_like,True,investor_impact,Yeniden dengeleme dili olumlu görünse de önemli sözleşme kaybı yatırımcı açısından negatiftir.,PHRASE-0538,hard,olumlu dille sözleşme kaybı,neutral,nötr,0.380172,0.601536,0.018292,False
"Delta Yatırım Holding, portföy sadeleştirme programı kapsamında 288 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0542,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.409074,0.503806,0.08712,False
"Pera Yazılım, hisse başına 4,49 TL nakit temettü dağıtacağını ve 611 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0543,açık,açık hissedar getirisi,neutral,nötr,0.0057,0.944416,0.049884,False
"Hedef Savunma, mevcut kredi limitini 18 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.,PHRASE-0565,nüanslı,koşulları değişmeyen finansman yenilemesi,positive,pozitif,0.005923,0.456922,0.537155,False
"Nova Sağlık, portföy sadeleştirme programı kapsamında 368 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0567,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.334709,0.554148,0.111143,False
"Sera Ambalaj, Romanya pazarında 1.313 milyon TL tutarında 2 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.,PHRASE-0569,açık,açık sözleşme kazanımı,neutral,nötr,0.003552,0.498416,0.498032,False
"Kuzey Madencilik, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 1.496 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 2,2x seviyesinden 2,9x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0570,hard,olumlu dille likidite baskısı,positive,pozitif,0.00246,0.121361,0.87618,False
"Orion Otomotiv, portföy sadeleştirme programı kapsamında 248 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0573,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.376171,0.50773,0.116099,False
"Sera Ambalaj, Almanya pazarında 437 milyon TL tutarında 2 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.,PHRASE-0577,açık,açık sözleşme kazanımı,neutral,nötr,0.003352,0.520532,0.476116,False
"Güney Perakende, portföy verimliliğini artırma süreci kapsamında Polonya pazarındaki 188 milyon TL tutarındaki ana dağıtım sözleşmesinin yenilenmediğini ve sipariş akışında zayıflama beklediğini açıkladı.",negative,negatif,hard_contract_loss,olumlu dille sözleşme kaybı,hard,positive_like,True,investor_impact,Yeniden dengeleme dili olumlu görünse de önemli sözleşme kaybı yatırımcı açısından negatiftir.,PHRASE-0578,hard,olumlu dille sözleşme kaybı,neutral,nötr,0.473367,0.513871,0.012761,False
"Bora Lojistik, portföy sadeleştirme programı kapsamında 80 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0579,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.217252,0.577867,0.204881,False
"Kuzey Madencilik, portföy sadeleştirme programı kapsamında 143 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0584,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.348477,0.563453,0.088069,False
"Eksen Teknoloji, hisse başına 3,05 TL nakit temettü dağıtacağını ve 388 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0589,açık,açık hissedar getirisi,neutral,nötr,0.006144,0.921019,0.072837,False
"Lima Gayrimenkul, hisse başına 1,17 TL nakit temettü dağıtacağını ve 895 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0590,açık,açık hissedar getirisi,neutral,nötr,0.005716,0.946985,0.047299,False
"Aksa Enerji, portföy sadeleştirme programı kapsamında 83 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0591,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.171676,0.68538,0.142944,False
"Bora Lojistik, portföy sadeleştirme programı kapsamında 218 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0593,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.254488,0.590126,0.155386,False
"Trend Tarım, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 967 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 1,8x seviyesinden 2,8x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0595,hard,olumlu dille likidite baskısı,positive,pozitif,0.002926,0.147309,0.849766,False
"Hedef Savunma, mevcut kredi limitini 9 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.,PHRASE-0596,nüanslı,koşulları değişmeyen finansman yenilemesi,positive,pozitif,0.006119,0.477713,0.516168,False
"Hedef Savunma, hisse başına 2,88 TL nakit temettü dağıtacağını ve 689 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0598,açık,açık hissedar getirisi,neutral,nötr,0.005519,0.942032,0.052449,False
"Sera Ambalaj, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 1.500 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 1,8x seviyesinden 3,0x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0599,hard,olumlu dille likidite baskısı,positive,pozitif,0.002578,0.127169,0.870254,False
"Hedef Savunma, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %77 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0600,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.006015,0.164443,0.829542,False
"Güney Perakende, İtalya pazarında 1.083 milyon TL tutarında 2 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.,PHRASE-0602,açık,açık sözleşme kazanımı,neutral,nötr,0.003362,0.659936,0.336702,False
"Aksa Enerji, mevcut kredi limitini 18 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.,PHRASE-0604,nüanslı,koşulları değişmeyen finansman yenilemesi,positive,pozitif,0.005898,0.461146,0.532957,False
"Hedef Savunma, portföy sadeleştirme programı kapsamında 106 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0608,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.113946,0.729099,0.156955,False
"Hedef Savunma, 2025 ikinci çeyrek sonrasında bilanço dayanıklılığını korumak amacıyla bu yıl temettü dağıtmayacağını ve yatırım harcamalarının bir bölümünü sonraki döneme kaydıracağını duyurdu.",negative,negatif,hard_dividend_cut,olumlu dille temettü iptali,hard,positive_like,True,investor_impact,Koruyucu dil kullanılmasına rağmen temettü iptali ve harcama ertelemesi yatırımcı açısından negatiftir.,PHRASE-0609,hard,olumlu dille temettü iptali,neutral,nötr,0.006025,0.974614,0.019361,False
"Kuzey Madencilik, portföy verimliliğini artırma süreci kapsamında Mısır pazarındaki 1.373 milyon TL tutarındaki ana dağıtım sözleşmesinin yenilenmediğini ve sipariş akışında zayıflama beklediğini açıkladı.",negative,negatif,hard_contract_loss,olumlu dille sözleşme kaybı,hard,positive_like,True,investor_impact,Yeniden dengeleme dili olumlu görünse de önemli sözleşme kaybı yatırımcı açısından negatiftir.,PHRASE-0615,hard,olumlu dille sözleşme kaybı,neutral,nötr,0.395623,0.586901,0.017476,False
"Lima Gayrimenkul, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 1.016 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 2,7x seviyesinden 4,1x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0617,hard,olumlu dille likidite baskısı,positive,pozitif,0.002707,0.150007,0.847286,False
"Pera Yazılım, mevcut kredi limitini 24 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.,PHRASE-0619,nüanslı,koşulları değişmeyen finansman yenilemesi,positive,pozitif,0.006046,0.430125,0.563828,False
"Formel Kimya, hisse başına 4,22 TL nakit temettü dağıtacağını ve 601 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0620,açık,açık hissedar getirisi,neutral,nötr,0.005331,0.949,0.045669,False
"Formel Kimya, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 1.410 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 2,7x seviyesinden 4,0x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0623,hard,olumlu dille likidite baskısı,positive,pozitif,0.002706,0.166204,0.83109,False
"Aksa Enerji, mevcut kredi limitini 12 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.,PHRASE-0627,nüanslı,koşulları değişmeyen finansman yenilemesi,positive,pozitif,0.005834,0.437355,0.556811,False
"Eksen Teknoloji, mevcut kredi limitini 24 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.,PHRASE-0633,nüanslı,koşulları değişmeyen finansman yenilemesi,positive,pozitif,0.005708,0.315449,0.678843,False
"Bora Lojistik, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %164 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0634,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.006005,0.163597,0.830398,False
"Anatolia Gıda, portföy sadeleştirme programı kapsamında 151 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0635,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.312824,0.583713,0.103463,False
"Rota Cam, 2025 ikinci çeyrek sonrasında bilanço dayanıklılığını korumak amacıyla bu yıl temettü dağıtmayacağını ve yatırım harcamalarının bir bölümünü sonraki döneme kaydıracağını duyurdu.",negative,negatif,hard_dividend_cut,olumlu dille temettü iptali,hard,positive_like,True,investor_impact,Koruyucu dil kullanılmasına rağmen temettü iptali ve harcama ertelemesi yatırımcı açısından negatiftir.,PHRASE-0636,hard,olumlu dille temettü iptali,neutral,nötr,0.007073,0.973277,0.01965,False
"Nova Sağlık, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 1.205 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 1,7x seviyesinden 2,4x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0637,hard,olumlu dille likidite baskısı,positive,pozitif,0.002637,0.11802,0.879342,False
"Nova Sağlık, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 613 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 2,3x seviyesinden 3,5x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0638,hard,olumlu dille likidite baskısı,positive,pozitif,0.002224,0.092803,0.904973,False
"Nova Sağlık, mevcut kredi limitini 12 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.,PHRASE-0640,nüanslı,koşulları değişmeyen finansman yenilemesi,positive,pozitif,0.005884,0.336061,0.658055,False
"Vizyon Telekom, portföy sadeleştirme programı kapsamında 413 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0641,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.327439,0.551706,0.120854,False
"Sera Ambalaj, hisse başına 1,89 TL nakit temettü dağıtacağını ve 536 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0642,açık,açık hissedar getirisi,neutral,nötr,0.005877,0.946381,0.047743,False
"Trend Tarım, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 890 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 1,6x seviyesinden 2,6x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0643,hard,olumlu dille likidite baskısı,positive,pozitif,0.002568,0.104199,0.893232,False
"Rota Cam, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %31 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0649,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.007532,0.201867,0.790601,False
"Lima Gayrimenkul, portföy sadeleştirme programı kapsamında 228 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0655,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.256058,0.655956,0.087986,False
"Mavi Makine, portföy sadeleştirme programı kapsamında 222 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0658,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.234622,0.641354,0.124024,False
"Anatolia Gıda, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 448 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 2,3x seviyesinden 3,8x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0662,hard,olumlu dille likidite baskısı,positive,pozitif,0.00261,0.12867,0.868719,False
"Nova Sağlık, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 991 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 2,3x seviyesinden 3,1x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0663,hard,olumlu dille likidite baskısı,positive,pozitif,0.002405,0.116125,0.88147,False
"Anatolia Gıda, mevcut kredi limitini 6 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.,PHRASE-0664,nüanslı,koşulları değişmeyen finansman yenilemesi,positive,pozitif,0.007753,0.451101,0.541146,False
"Pera Yazılım, portföy sadeleştirme programı kapsamında 368 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0665,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.238485,0.632694,0.128821,False
"Pera Yazılım, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %171 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0666,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.006266,0.229104,0.76463,False
"Eksen Teknoloji, portföy sadeleştirme programı kapsamında 223 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.,PHRASE-0669,hard,olumlu dille değer düşüklüğü,neutral,nötr,0.203514,0.607071,0.189415,False
"Hedef Savunma, hisse başına 1,01 TL nakit temettü dağıtacağını ve 298 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0671,açık,açık hissedar getirisi,neutral,nötr,0.005702,0.938271,0.056027,False
"Formel Kimya, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %124 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0672,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.006474,0.250358,0.743168,False
"Pera Yazılım, 2025 ikinci çeyrek sonrasında bilanço dayanıklılığını korumak amacıyla bu yıl temettü dağıtmayacağını ve yatırım harcamalarının bir bölümünü sonraki döneme kaydıracağını duyurdu.",negative,negatif,hard_dividend_cut,olumlu dille temettü iptali,hard,positive_like,True,investor_impact,Koruyucu dil kullanılmasına rağmen temettü iptali ve harcama ertelemesi yatırımcı açısından negatiftir.,PHRASE-0673,hard,olumlu dille temettü iptali,neutral,nötr,0.006879,0.972541,0.02058,False
"Rota Cam, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 538 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 2,5x seviyesinden 3,7x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.,PHRASE-0675,hard,olumlu dille likidite baskısı,positive,pozitif,0.002284,0.08885,0.908866,False
"Delta Yatırım Holding, hisse başına 0,56 TL nakit temettü dağıtacağını ve 323 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.,PHRASE-0683,açık,açık hissedar getirisi,neutral,nötr,0.005926,0.947205,0.046869,False
"Kuzey Madencilik, 2026 ilk çeyrek sonrasında bilanço dayanıklılığını korumak amacıyla bu yıl temettü dağıtmayacağını ve yatırım harcamalarının bir bölümünü sonraki döneme kaydıracağını duyurdu.",negative,negatif,hard_dividend_cut,olumlu dille temettü iptali,hard,positive_like,True,investor_impact,Koruyucu dil kullanılmasına rağmen temettü iptali ve harcama ertelemesi yatırımcı açısından negatiftir.,PHRASE-0684,hard,olumlu dille temettü iptali,neutral,nötr,0.008864,0.97292,0.018216,False
"Güney Perakende, Polonya pazarında 1.049 milyon TL tutarında 2 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.,PHRASE-0689,açık,açık sözleşme kazanımı,neutral,nötr,0.003348,0.61281,0.383841,False
"Hedef Savunma, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %82 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.,PHRASE-0699,hard,olumlu dille bedelli sermaye artırımı,positive,pozitif,0.006378,0.184987,0.808636,False
